"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 24 22:33:37 IST 2020","Fri Jul 24 22:33:37 IST 2020","234","Surefire suite","Surefire test","runners.TestRunner","runners.TestRunner","runScenario","Runs Cucumber Scenarios",""
